"Name","Group","Hostname","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.embedding_dim","model.params.input_length","model.params.num_classes","model.params.vocab_size","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.length","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy_chunk","test_accuracy_file","test_loss","train_loss"
"fold_m68k","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:53:09.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.0007076374022290111","1","","0.7836363636363637","0.7836363636363637","0.8517333904038304","0.005504277529201321"
"fold_ia64","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:51:52.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.000041650462662801147","1","","0.1601123595505618","0.1601123595505618","2.6857495369055333","0.004440021151956585"
"fold_i386","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:50:36.000Z","75","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.000004383586201583967","1","","0.9434331571736152","0.9434331571736152","0.14916243737097828","0.004444230613967495"
"fold_hppa","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:49:21.000Z","74","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.000045885641156928614","1","","0.5726708074534161","0.5726708074534161","1.483208304173068","0.0050234191961237564"
"fold_armhf","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:48:09.000Z","71","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.00005563743980019353","1","","0.9892365456821026","0.9892365456821026","0.03021859236168749","0.005288505917946334"
"fold_armel","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:46:59.000Z","69","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.15233434736728668","1","","0.98575","0.98575","0.03700497470212184","0.006104994512707535"
"fold_arm64","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:45:49.000Z","68","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.3485986590385437","1","","0.9931243124312432","0.9931243124312432","0.020725137323320823","0.0051396755588334125"
"fold_amd64","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:44:41.000Z","66","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.024475619196891785","1","","0.9922125515345854","0.9922125515345854","0.0193039962933403","0.005118378837896235"
"fold_alpha","logo ResNet50Embedding instructionwidth_type 17:43:32, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:43:33.000Z","66","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","4","instructionwidthtype-resnet50embedding-21288728","0.001284554949961603","1","","0.18131453034500125","0.18131453034500125","10.106517413305856","0.005382728988765109"
"overall_metrics","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:43:19.000Z","4","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","","","0.8550754707194357","","","",""
"fold_x32","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:41:55.000Z","83","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00005823011451866478","1","","0.9846743295019156","0.9846743295019156","0.06528298854957001","0.00663197865204155"
"fold_sparc64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:40:30.000Z","83","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.034026868641376495","1","","0.9990842490842492","0.9990842490842492","0.004324171905234555","0.006950010169125984"
"fold_sparc","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:39:08.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0013251503696665168","1","","0.9997991967871486","0.9997991967871486","0.0016851600859622406","0.007395932792471675"
"fold_sh4","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:37:15.000Z","112","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00020297795708756897","1","","0.9994940978077572","0.9994940978077572","0.003205812121841616","0.007760080520311768"
"fold_s390x","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:35:50.000Z","83","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.001435762969776988","1","","0.07009609949123799","0.07009609949123799","3.2899326852389743","0.005551505560572024"
"fold_s390","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:34:26.000Z","82","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0001941142836585641","1","","0.05809450038729667","0.05809450038729667","4.441603634092543","0.006044698992741009"
"fold_riscv64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:33:03.000Z","82","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00011076153896283358","1","","0.9894144144144144","0.9894144144144144","0.026813023131606835","0.006483268290419424"
"fold_ppc64el","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:31:43.000Z","79","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00004980947051080875","1","","0.9974453590689754","0.9974453590689754","0.01083405498833859","0.007959573525124502"
"fold_ppc64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:30:22.000Z","80","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0006575030274689198","1","","0.7373808683374514","0.7373808683374514","0.5579632573657566","0.005759836429437295"
"fold_powerpcspe","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:28:59.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0003980431647505611","1","","0.9997475385003788","0.9997475385003788","0.00031274147725144437","0.006819713514587703"
"fold_powerpc","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:27:38.000Z","80","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00042534482781775296","1","","0.9980721564307352","0.9980721564307352","0.006954029951757228","0.005973329519898031"
"fold_mipsel","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:26:19.000Z","78","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.000011801341315731406","1","","0.9917880794701986","0.9917880794701986","0.02859132088110913","0.006598779193380887"
"fold_mips64el","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:25:04.000Z","74","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.000053427582315634936","1","","0.7903525046382189","0.7903525046382189","0.7187046042698271","0.0060483773520943265"
"fold_mips","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:23:46.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0017471443861722946","1","","0.9946704067321178","0.9946704067321178","0.019572592960944997","0.00777652586681471"
"fold_m68k","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:22:29.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0031483788043260574","1","","0.9836363636363636","0.9836363636363636","0.06062558976649914","0.006080721997964671"
"fold_ia64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:21:14.000Z","74","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00007020663178991526","1","","0.8258426966292135","0.8258426966292135","0.5886987377053652","0.0059317299733510865"
"fold_i386","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:19:58.000Z","75","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0000805312956799753","1","","0.8772753963593658","0.8772753963593658","0.40991282295435666","0.007439821014961194"
"fold_hppa","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:18:47.000Z","69","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0001112426252802834","1","","0.9995859213250518","0.9995859213250518","0.000998670497019224","0.007092891881741247"
"fold_armhf","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:17:35.000Z","71","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.0003203572705388069","1","","0.9647058823529412","0.9647058823529412","0.1945072316180264","0.004743517090482304"
"fold_armel","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:16:25.000Z","69","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00013443618081510067","1","","0.99525","0.99525","0.03595272547149834","0.005174864392956378"
"fold_arm64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:15:15.000Z","69","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.4142108261585235","1","","0.9834983498349836","0.9834983498349836","0.07641918893817715","0.007063070619307272"
"fold_amd64","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:14:06.000Z","68","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.001134901074692607","1","","0.9821346770499312","0.9821346770499312","0.04494421471516008","0.005054626879072366"
"fold_alpha","logo ResNet50Embedding instructionwidth_type 17:12:55, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:12:56.000Z","68","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","3","instructionwidthtype-resnet50embedding-21288728","0.00010617504449328408","1","","0.4671367413749685","0.4671367413749685","2.1455567677815757","0.007105434704388427"
"overall_metrics","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:12:42.000Z","4","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","","","0.783142279163857","","","",""
"fold_x32","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:11:13.000Z","87","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.000379683799110353","1","","0.9942528735632185","0.9942528735632185","0.024508576650766896","0.0055546213012913"
"fold_sparc64","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:09:46.000Z","86","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.00004371062823338434","1","","0.9835164835164836","0.9835164835164836","0.05203875147540552","0.005898326981759434"
"fold_sparc","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:08:24.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.00001646525015530642","1","","0.9993975903614458","0.9993975903614458","0.002388772867771667","0.005132976182551653"
"fold_sh4","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:07:02.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.00018166507652495056","1","","0.9993254637436764","0.9993254637436764","0.002655582200023546","0.005562053586734568"
"fold_s390x","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:05:40.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.0021980826277285814","1","","0.029960429621254947","0.029960429621254947","4.044918566942215","0.0052838828099097705"
"fold_s390","logo ResNet50Embedding instructionwidth_type 16:42:40, 18-03-2025","idun-07-10","finished","-","","","2025-03-18T16:04:17.000Z","81","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","128","1024","2","256","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","LOGO_architecture_wandb","2","instructionwidthtype-resnet50embedding-21288728","0.0002573186648078263","1","","0.012587141750580944","0.012587141750580944","5.166768674497251","0.005485753429068674"
