"Name","Hostname","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.input_length","model.params.num_classes","target_feature","testing_data.name","testing_data.params.dataset_path","testing_data.params.feature_csv_path","testing_data.params.file_byte_read_limit","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.length","validator.name","validator.seed","validator.wandb_project_name","epoch","instance_count_6502","instance_count_68HC08","instance_count_68HC11","instance_count_ARC32eb","instance_count_ARC32el","instance_count_ARM64","instance_count_ARMeb","instance_count_ARMel","instance_count_ARMhf","instance_count_ARcompact","instance_count_Alpha","instance_count_AxisCris","instance_count_Blackfin","instance_count_CLIPPER","instance_count_CompactRISC","instance_count_Epiphany","instance_count_FR30","instance_count_HP-PA","instance_count_IA-64","instance_count_IQ2000","instance_count_M32C","instance_count_M68k","instance_count_M88k","instance_count_MCore","instance_count_MIPSeb","instance_count_MIPSel","instance_count_MMIX","instance_count_MN10300","instance_count_MSP430","instance_count_Mico32","instance_count_MicroBlaze","instance_count_NDS32","instance_count_NIOS-II","instance_count_PIC24","instance_count_PPCeb","instance_count_PPCel","instance_count_RISC-V","instance_count_RL78","instance_count_ROMP","instance_count_RX","instance_count_S-390","instance_count_SPARC","instance_count_SuperH","instance_count_V850","instance_count_VAX","instance_count_X86","instance_count_X86-64","instance_count_XtensaEB","instance_count_Z80","test_accuracy","test_accuracy_6502","test_accuracy_68HC08","test_accuracy_68HC11","test_accuracy_ARC32eb","test_accuracy_ARC32el","test_accuracy_ARM64","test_accuracy_ARMeb","test_accuracy_ARMel","test_accuracy_ARMhf","test_accuracy_ARcompact","test_accuracy_Alpha","test_accuracy_AxisCris","test_accuracy_Blackfin","test_accuracy_CLIPPER","test_accuracy_CompactRISC","test_accuracy_Epiphany","test_accuracy_FR30","test_accuracy_HP-PA","test_accuracy_IA-64","test_accuracy_IQ2000","test_accuracy_M32C","test_accuracy_M68k","test_accuracy_M88k","test_accuracy_MCore","test_accuracy_MIPSeb","test_accuracy_MIPSel","test_accuracy_MMIX","test_accuracy_MN10300","test_accuracy_MSP430","test_accuracy_Mico32","test_accuracy_MicroBlaze","test_accuracy_NDS32","test_accuracy_NIOS-II","test_accuracy_PIC24","test_accuracy_PPCeb","test_accuracy_PPCel","test_accuracy_RISC-V","test_accuracy_RL78","test_accuracy_ROMP","test_accuracy_RX","test_accuracy_S-390","test_accuracy_SPARC","test_accuracy_SuperH","test_accuracy_V850","test_accuracy_VAX","test_accuracy_X86","test_accuracy_X86-64","test_accuracy_XtensaEB","test_accuracy_Z80","test_loss","train_loss"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:59:44.000Z","65","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","train_test_separate_datasets","5","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","1","1","0","","0","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","0","1","1","1","0","1","1","1","0","0","4.513243675231934","0.006316493377316929"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:58:32.000Z","63","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","train_test_separate_datasets","4","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5294117647058824","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","0","1","1","1","","0","1","1","1","1","1","1","","1","1","1","1","1","0","1","1","1","","0","0","1","1","1","0","1","1","1","0","0","4.271894335746765","0.0063077312762115575"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:57:07.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","train_test_separate_datasets","3","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5588235294117647","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","","0","1","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","0","1","1","1","0","1","1","1","0","0","3.2480456829071045","0.006635973688596042"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:55:55.000Z","64","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","train_test_separate_datasets","2","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5588235294117647","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","","0","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","1","0","1","1","1","0","0","1","1","0","0","3.380139946937561","0.005748754785262371"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:54:31.000Z","76","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50Embedding","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","1024","train_test_separate_datasets","1","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5","0","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","1","1","0","","0","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","0","1","1","1","0","1","1","1","0","0","3.6050907373428345","0.00636463474041651"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:53:23.000Z","60","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","5","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.4852941176470588","0","0","1","0","0","1","0","1","1","0","1","0","0","0","1","0","1","1","0","","1","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","0","","0","1","1","0","0","0","0","1","0","0","1","1.7313843369483948","0.027612242203881913"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:52:05.000Z","70","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","4","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5294117647058824","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","0","","1","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","1","1","1","1","0","0","1","0","0","0","2.2144076228141785","0.028070199009538666"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:51:00.000Z","57","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","3","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5294117647058824","1","0","1","0","0","0","1","1","1","0","1","1","0","0","0","0","1","1","0","","1","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","1","1","1","1","0","1","1","0","0","0","2.2847888469696045","0.02822517481900375"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:49:52.000Z","60","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","2","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.6323529411764706","1","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","1","1","0","","1","0","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","0","1","1","1","1","0","1","1","1","0","1","1.030546247959137","0.029274177004067307"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:48:40.000Z","63","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","1024","true","ResNet50","","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","1024","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","1","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.45588235294117646","0","0","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","","1","0","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","1","0","1","1","0","0","1","0","0","1","1.806868553161621","0.0291955818237087"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:48:15.000Z","17","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2dEmbedding","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","train_test_separate_datasets","5","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","1","1","0","","0","1","1","1","1","1","1","","0","1","1","0","1","1","1","1","1","","0","0","1","1","1","0","0","1","1","0","0","4.57537579536438","0.008547159122501544"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:47:50.000Z","16","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2dEmbedding","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","train_test_separate_datasets","4","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5147058823529411","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","1","","0","1","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","1","0","1","1","1","0","1","1","1","0","0","6.298165798187256","0.01514060366202722"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:47:23.000Z","18","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2dEmbedding","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","train_test_separate_datasets","3","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5735294117647058","0","0","1","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","","0","1","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","0","0","1","1","1","0","1","1","1","0","1","2.1991760544478893","0.018585133786575083"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:46:58.000Z","17","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2dEmbedding","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","train_test_separate_datasets","2","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.6470588235294118","0","0","0","1","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","","0","1","1","1","1","1","0","","0","1","1","1","1","1","1","1","1","","1","0","1","1","1","1","1","1","1","0","0","3.630324602127075","0.009437846828024536"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:46:32.000Z","18","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2dEmbedding","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","512","train_test_separate_datasets","1","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5735294117647058","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","","0","1","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","1","0","1","1","1","0","1","1","1","0","1","1.4343975484371183","0.03543842275730042"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:46:07.000Z","17","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","5","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5294117647058824","1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","0","0","1","1","","1","0","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","0","1","1","0","1","0","0","1","1","0","0","3.0057321786880493","0.027845331298009084"
"train_test_separate_datasets","idun-06-02","finished","-","","","2025-04-09T13:45:42.000Z","17","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple2d","0.3","","2","instructionwidth_type","CpuRecDataset","cpu_rec/cpu_rec_corpus","cpu_rec-features.csv","512","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","GrayScaleImage","","train_test_separate_datasets","4","cpurec-all-21479588","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0.5294117647058824","1","0","0","0","1","1","1","1","1","1","1","0","0","1","0","0","0","1","1","","1","0","1","1","1","1","1","","0","1","1","1","1","1","1","1","1","","0","1","1","0","1","0","0","1","1","0","0","3.102855086326599","0.03608394717716061"
